row_id,window,sample_type,timestamp,source_audit_file,source_ticket,row_status,bar_shift,usd_open,usd_high,usd_low,usd_close,usd_tr,ema48,residual,sigma48,z_score,atr14,atr_p20,atr_p80,xau_bar_time,xau_open,xau_close,xau_return,v1_candidate,v3_candidate,direction,atr_regime_pass,xau_filter_pass
SUMMER_K_07,SUMMER,control,2023.07.20 23:00:00,,,PASS,337,139.9350000000,139.9770000000,139.9320000000,139.9740000000,0.0830000000,139.8404337507,0.1335662493,0.2965669563,0.4503746844,0.1052857143,0.1267857143,0.2215000000,2023.07.20 23:00:00,1970.5930000000,1971.6370000000,0.0005297898,0,0,short,0,1
SUMMER_C_14,SUMMER,candidate,2023.07.21 11:30:00,,,PASS,312,141.8140000000,141.8200000000,141.6260000000,141.7700000000,0.1940000000,140.5389858651,1.2310141349,0.4693914278,2.6225748106,0.2958571429,0.1271428571,0.2205000000,2023.07.21 11:30:00,1963.0380000000,1965.7400000000,0.0013764379,1,1,short,0,1
AUDIT_SUMMER_25,SUMMER,audit_bridge,2023.07.21 16:30:00,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,25,PASS,302,141.6620000000,141.7020000000,141.6210000000,141.6680000000,0.0810000000,140.8995922227,0.7684077773,0.4842737711,1.5867218568,0.2225000000,0.1310714286,0.2238571429,2023.07.21 16:30:00,1962.1850000000,1963.5030000000,0.0006717002,1,0,short,1,1
SUMMER_K_08,SUMMER,control,2023.07.24 19:00:00,,,PASS,249,141.4420000000,141.4800000000,141.4030000000,141.4770000000,0.0770000000,141.3205302147,0.1564697853,0.2745855897,0.5698397555,0.1948571429,0.1310714286,0.2215000000,2023.07.24 19:00:00,1954.9040000000,1953.5060000000,-0.0007151246,0,0,short,1,0
AUDIT_SUMMER_27,SUMMER,audit_bridge,2023.07.25 16:00:00,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,27,PASS,207,140.9120000000,140.9510000000,140.8520000000,140.9440000000,0.0990000000,141.3223937013,-0.3783937013,0.1310208287,-2.8880423440,0.2137142857,0.1273571429,0.2215000000,2023.07.25 16:00:00,1964.2240000000,1963.4200000000,-0.0004093220,1,1,long,1,1
SUMMER_C_15,SUMMER,candidate,2023.07.25 18:30:00,,,PASS,202,141.1550000000,141.1730000000,140.9810000000,141.0300000000,0.1920000000,141.2791588537,-0.2491588537,0.1498902772,-1.6622749544,0.1933571429,0.1273571429,0.2215000000,2023.07.25 18:30:00,1963.4290000000,1963.4910000000,0.0000315774,1,0,long,1,0
AUDIT_SUMMER_29,SUMMER,audit_bridge,2023.07.26 06:30:00,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,29,PASS,178,140.6760000000,140.7400000000,140.6000000000,140.6900000000,0.1400000000,141.0731926411,-0.3831926411,0.1541726017,-2.4854782031,0.1274285714,0.1220714286,0.2205000000,2023.07.26 06:30:00,1969.8330000000,1969.5260000000,-0.0001558508,1,1,long,1,1
SUMMER_C_16,SUMMER,candidate,2023.07.26 13:00:00,,,PASS,165,140.2440000000,140.3670000000,140.2420000000,140.3370000000,0.1250000000,140.7818536588,-0.4448536588,0.1969563610,-2.2586407285,0.1567857143,0.1255000000,0.2205000000,2023.07.26 13:00:00,1972.2390000000,1967.7790000000,-0.0022613892,1,1,long,1,1
SUMMER_K_09,SUMMER,control,2023.07.26 23:30:00,,,PASS,144,140.4300000000,140.4670000000,140.3360000000,140.3660000000,0.1310000000,140.5293562375,-0.1633562375,0.2011687860,-0.8120357076,0.2067857143,0.1255000000,0.2215000000,2023.07.26 23:30:00,1972.5780000000,1972.0090000000,-0.0002884550,0,0,long,1,1
AUDIT_SUMMER_31,SUMMER,audit_bridge,2023.07.27 02:30:00,deepseek数据保存/执行_XAMR30/smoke/DS260914_XAMR30_SMOKE_SUMMER/trades.csv,31,PASS,138,139.6050000000,139.7030000000,139.5530000000,139.7030000000,0.1500000000,140.4073057049,-0.7043057049,0.2080706177,-3.3849359065,0.1955000000,0.1255000000,0.2205000000,2023.07.27 02:30:00,1980.1570000000,1979.1850000000,-0.0004908702,1,1,long,1,1
SUMMER_C_17,SUMMER,candidate,2023.07.27 13:30:00,,,PASS,116,140.7040000000,140.8490000000,140.6740000000,140.7550000000,0.1750000000,140.2743251824,0.4806748176,0.2526059476,1.9028642122,0.2166428571,0.1260714286,0.2190714286,2023.07.27 13:30:00,1956.4170000000,1945.2950000000,-0.0056848821,1,0,short,1,0
SUMMER_C_18,SUMMER,candidate,2023.07.28 13:30:00,,,PASS,68,140.2850000000,140.6160000000,140.2760000000,140.5440000000,0.3400000000,139.6341726803,0.9098273197,0.5820085885,1.5632541129,0.4197142857,0.1273571429,0.2307142857,2023.07.28 13:30:00,1954.9240000000,1955.8910000000,0.0004946484,1,0,short,0,1
SUMMER_C_19,SUMMER,candidate,2023.07.31 10:00:00,,,PASS,27,142.2860000000,142.3650000000,142.1960000000,142.3420000000,0.1690000000,141.2552970997,1.0867029003,0.4415619472,2.4610429117,0.2129285714,0.1284285714,0.2312142857,2023.07.31 10:00:00,1956.8170000000,1957.1720000000,0.0001814171,1,1,short,1,1
SUMMER_C_20,SUMMER,candidate,2023.07.31 23:00:00,,,PASS,1,142.2520000000,142.3820000000,142.2270000000,142.3690000000,0.1590000000,141.8957498510,0.4732501490,0.3075807653,1.5386207542,0.0897142857,0.1332857143,0.2312142857,2023.07.31 23:00:00,1965.5420000000,1964.9600000000,-0.0002961015,1,0,short,0,0
SUMMER_K_10,SUMMER,control,2023.07.31 23:30:00,,,PASS,0,142.3670000000,142.4080000000,142.3000000000,142.3230000000,0.1080000000,141.9131886325,0.4098113675,0.3084712435,1.3285237314,0.0905714286,0.1322857143,0.2307142857,2023.07.31 23:30:00,1964.9590000000,1963.9070000000,-0.0005353801,0,0,short,0,0
