window,sample_type,row_id,timestamp,mql_status,py_ema48,mql_ema48,diff_ema48,tol_ema48,py_residual,mql_residual,diff_residual,tol_residual,py_sigma48,mql_sigma48,diff_sigma48,tol_sigma48,py_z_score,mql_z_score,diff_z_score,tol_z_score,py_atr14,mql_atr14,diff_atr14,tol_atr14,py_atr_p20,mql_atr_p20,diff_atr_p20,tol_atr_p20,py_atr_p80,mql_atr_p80,diff_atr_p80,tol_atr_p80,py_xau_return,mql_xau_return,diff_xau_return,tol_xau_return,py_xau_bar_time,mql_xau_bar_time,py_xau_open,mql_xau_open,py_xau_close,mql_xau_close,py_v1_candidate,mql_v1_candidate,py_v3_candidate,mql_v3_candidate,py_direction,mql_direction,py_atr_regime_pass,mql_atr_regime_pass,py_xau_filter_pass,mql_xau_filter_pass,row_status
SUMMER,control,SUMMER_K_07,2023.07.20 23:00:00,PASS,139.840433751,139.840433751,3.93072241422e-11,1.39840433751e-06,0.133566249339,0.1335662493,3.93101662333e-11,1e-06,0.296566956267,0.2965669563,3.30327432074e-11,1e-06,0.450374684424,0.4503746844,2.39614439401e-11,1e-06,0.105285714286,0.1052857143,1.42864609032e-11,1e-06,0.126785714286,0.1267857143,1.4287321326e-11,1e-06,0.2215,0.2215,1.97064586871e-15,1e-06,0.000529789763792,0.0005297898,3.62080786361e-11,1e-06,2023.07.20 23:00:00,2023.07.20 23:00:00,1970.593,1970.5930000000,1971.637,1971.6370000000,0,0,0,0,short,short,0,0,1,1,PASS
SUMMER,candidate,SUMMER_C_14,2023.07.21 11:30:00,PASS,140.538985865,140.538985865,4.44799752586e-11,1.40538985865e-06,1.23101413494,1.2310141349,4.45019576745e-11,1e-06,0.469391427834,0.4693914278,3.42882389148e-11,1e-06,2.62257481059,2.6225748106,1.12279074926e-11,1e-06,0.295857142857,0.2958571429,4.28614921333e-11,1e-06,0.127142857143,0.1271428571,4.28531654606e-11,1e-06,0.2205,0.2205,7.77156117238e-16,1e-06,0.00137643794975,0.0013764379,4.97493983943e-11,1e-06,2023.07.21 11:30:00,2023.07.21 11:30:00,1963.038,1963.0380000000,1965.74,1965.7400000000,1,1,1,1,short,short,0,0,1,1,PASS
SUMMER,control,SUMMER_K_08,2023.07.24 19:00:00,PASS,141.320530215,141.320530215,1.18518528325e-11,1.41320530215e-06,0.156469785288,0.1564697853,1.18477450073e-11,1e-06,0.274585589681,0.2745855897,1.94347316018e-11,1e-06,0.569839755503,0.5698397555,2.75179878884e-12,1e-06,0.194857142857,0.1948571429,4.28585500423e-11,1e-06,0.131071428571,0.1310714286,2.85708678938e-11,1e-06,0.2215,0.2215,4.13558076673e-15,1e-06,-0.000715124630161,-0.0007151246,3.01607683056e-11,1e-06,2023.07.24 19:00:00,2023.07.24 19:00:00,1954.904,1954.9040000000,1953.506,1953.5060000000,0,0,0,0,short,short,1,1,0,0,PASS
SUMMER,candidate,SUMMER_C_15,2023.07.25 18:30:00,PASS,141.279158854,141.279158854,7.44648787077e-12,1.41279158854e-06,-0.249158853693,-0.2491588537,7.43669015257e-12,1e-06,0.149890277201,0.1498902772,8.15431056012e-13,1e-06,-1.66227495436,-1.6622749544,4.28681534714e-11,1e-06,0.193357142857,0.1933571429,4.28636848238e-11,1e-06,0.127357142857,0.1273571429,4.28580781975e-11,1e-06,0.2215,0.2215,4.13558076673e-15,1e-06,3.1577408707e-05,3.15774e-05,8.7069620177e-12,1e-06,2023.07.25 18:30:00,2023.07.25 18:30:00,1963.429,1963.4290000000,1963.491,1963.4910000000,1,1,0,0,long,long,1,1,0,0,PASS
SUMMER,candidate,SUMMER_C_16,2023.07.26 13:00:00,PASS,140.781853659,140.781853659,4.76632067148e-11,1.40781853659e-06,-0.444853658752,-0.4448536588,4.76493844381e-11,1e-06,0.196956361024,0.196956361,2.44240183633e-11,1e-06,-2.25864072853,-2.2586407285,2.76028089274e-11,1e-06,0.156785714286,0.1567857143,1.42841571904e-11,1e-06,0.1255,0.1255,3.60822483003e-16,1e-06,0.2205,0.2205,7.77156117238e-16,1e-06,-0.00226138921297,-0.0022613892,1.29706991675e-11,1e-06,2023.07.26 13:00:00,2023.07.26 13:00:00,1972.239,1972.2390000000,1967.779,1967.7790000000,1,1,1,1,long,long,1,1,1,1,PASS
SUMMER,control,SUMMER_K_09,2023.07.26 23:30:00,PASS,140.529356238,140.529356237,2.61195509665e-11,1.40529356237e-06,-0.163356237526,-0.1633562375,2.61021759762e-11,1e-06,0.201168786038,0.201168786,3.8054726037e-11,1e-06,-0.812035707643,-0.8120357076,4.30355751035e-11,1e-06,0.206785714286,0.2067857143,1.42849898577e-11,1e-06,0.1255,0.1255,3.60822483003e-16,1e-06,0.2215,0.2215,1.97064586871e-15,1e-06,-0.000288455006595,-0.000288455,6.59535615141e-12,1e-06,2023.07.26 23:30:00,2023.07.26 23:30:00,1972.578,1972.5780000000,1972.009,1972.0090000000,0,0,0,0,long,long,1,1,1,1,PASS
SUMMER,candidate,SUMMER_C_17,2023.07.27 13:30:00,PASS,140.274325182,140.274325182,3.86251031159e-11,1.40274325182e-06,0.480674817561,0.4806748176,3.86209397796e-11,1e-06,0.252605947644,0.2526059476,4.36642388912e-11,1e-06,1.90286421221,1.9028642122,5.47695222508e-12,1e-06,0.216642857143,0.2166428571,4.28501123473e-11,1e-06,0.126071428571,0.1260714286,2.8572422206e-11,1e-06,0.219071428571,0.2190714286,2.85729495619e-11,1e-06,-0.00568488210847,-0.0056848821,8.46662670528e-12,1e-06,2023.07.27 13:30:00,2023.07.27 13:30:00,1956.417,1956.4170000000,1945.295,1945.2950000000,1,1,0,0,short,short,1,1,0,0,PASS
SUMMER,candidate,SUMMER_C_18,2023.07.28 13:30:00,PASS,139.63417268,139.63417268,2.29931629292e-11,1.3963417268e-06,0.909827319723,0.9098273197,2.30071517393e-11,1e-06,0.582008588522,0.5820085885,2.15268913806e-11,1e-06,1.56325411285,1.5632541129,4.53490578423e-11,1e-06,0.419714285714,0.4197142857,1.42880707266e-11,1e-06,0.127357142857,0.1273571429,4.28580781975e-11,1e-06,0.230714285714,0.2307142857,1.42890421717e-11,1e-06,0.000494648385308,0.0004946484,1.46918948361e-11,1e-06,2023.07.28 13:30:00,2023.07.28 13:30:00,1954.924,1954.9240000000,1955.891,1955.8910000000,1,1,0,0,short,short,0,0,1,1,PASS
SUMMER,candidate,SUMMER_C_19,2023.07.31 10:00:00,PASS,141.2552971,141.2552971,2.0207835405e-11,1.412552971e-06,1.08670290032,1.0867029003,2.02333705346e-11,1e-06,0.44156194723,0.4415619472,2.95902191638e-11,1e-06,2.46104291173,2.4610429117,3.26134674822e-11,1e-06,0.212928571429,0.2129285714,2.85771406539e-11,1e-06,0.128428571429,0.1284285714,2.85695356261e-11,1e-06,0.231214285714,0.2312142857,1.42812983661e-11,1e-06,0.000181417066593,0.0001814171,3.34065299837e-11,1e-06,2023.07.31 10:00:00,2023.07.31 10:00:00,1956.817,1956.8170000000,1957.172,1957.1720000000,1,1,1,1,short,short,1,1,1,1,PASS
SUMMER,candidate,SUMMER_C_20,2023.07.31 23:00:00,PASS,141.895749851,141.895749851,4.70663508167e-11,1.41895749851e-06,0.473250149047,0.473250149,4.70610772574e-11,1e-06,0.307580765268,0.3075807653,3.21279114424e-11,1e-06,1.53862075424,1.5386207542,4.28976854039e-11,1e-06,0.0897142857143,0.0897142857,1.42877654152e-11,1e-06,0.133285714286,0.1332857143,1.42928446856e-11,1e-06,0.231214285714,0.2312142857,1.42812983661e-11,1e-06,-0.000296101533317,-0.0002961015,3.33174943255e-11,1e-06,2023.07.31 23:00:00,2023.07.31 23:00:00,1965.542,1965.5420000000,1964.96,1964.9600000000,1,1,0,0,short,short,0,0,0,0,PASS
SUMMER,control,SUMMER_K_10,2023.07.31 23:30:00,PASS,141.913188633,141.913188633,4.66684468847e-11,1.41913188633e-06,0.409811367453,0.4098113675,4.66705563085e-11,1e-06,0.3084712435,0.3084712435,1.46604950402e-13,1e-06,1.32852373143,1.3285237314,2.89062107584e-11,1e-06,0.0905714285714,0.0905714286,2.85713813719e-11,1e-06,0.132285714286,0.1322857143,1.42874601039e-11,1e-06,0.230714285714,0.2307142857,1.42890421717e-11,1e-06,-0.000535380127524,-0.0005353801,2.75244096178e-11,1e-06,2023.07.31 23:30:00,2023.07.31 23:30:00,1964.959,1964.9590000000,1963.907,1963.9070000000,0,0,0,0,short,short,0,0,0,0,PASS
